AnswerId,QuestionId
"525053","525027"
"525054","449528"
"525055","525026"
"525058","524826"
"525059","350942"
"525060","524999"
"525062","525022"
"525067","524805"
"525068","525004"
"525069","525042"
"525070","525042"
"525071","524972"
"525072","524150"
"525073","446148"
"525074","524741"
"525075","525064"
"525076","492921"
"525077","524888"
"525081","524941"
"525084","525042"
"525085","523436"
"525086","525063"
"525089","514603"
"525091","525056"
"525092","524039"
"525093","316528"
"525094","522434"
"525095","336774"
"525096","525088"
"525099","525080"
"525101","525088"
"525102","450835"
"525103","116038"
"525105","525088"
"525106","525080"
"525107","487831"
"525108","524784"
"525109","524919"
"525110","234075"
"525112","524785"
"525113","60607"
"525114","525065"
"525116","525097"
"525118","512497"
"525119","525065"
"525120","524468"
"525122","524617"
"525124","115813"
"525125","340837"
"525127","525123"
"525128","488684"
"525129","524930"
"525130","525123"
"525131","525021"
"525132","524919"
"525133","513091"
"525135","525080"
"525136","523479"
"525138","525123"
"525141","524941"
"525142","525139"
"525145","525139"
"525147","525137"
"525148","147557"
"525150","185542"
"525151","525134"
"525152","520863"
"525153","525144"
"525155","524972"
"525157","525156"
"525164","525158"
"525165","466133"
"525166","272345"
"525167","441168"
"525169","525158"
"525170","525168"
"525172","525168"
"525174","525016"
"525175","524888"
"525177","525168"
"525179","524993"
"525180","525171"
"525181","524993"
"525183","525176"
"525184","525176"
"525187","525123"
"525188","525186"
"525189","525171"
"525190","525185"
"525191","525185"
"525192","525185"
"525193","68477"
"525196","525080"
"525200","525176"
"525201","234075"
"525205","497229"
"525206","525065"
"525207","525194"
"525213","525185"
"525214","525197"
"525216","111707"
"525217","525168"
"525218","525212"
"525219","522815"
"525220","525168"
"525221","182571"
"525222","525212"
"525223","525065"
"525224","186456"
"525225","130192"
"525228","525186"
"525230","525134"
"525231","525229"
"525232","525204"
"525233","525111"
"525234","524893"
"525236","525229"
"525237","525235"
"525239","525171"
"525240","525186"
"525241","525194"
"525242","519600"
"525245","525215"
"525246","524999"
"525248","525235"
"525249","525065"
"525250","524533"
"525252","525204"
"525253","523245"
"525257","525243"
"525258","525235"
"525259","508640"
"525260","525256"
"525262","525256"
"525263","525256"
"525264","525065"
"525266","525261"
"525269","525256"
"525270","525227"
"525271","525244"
"525275","524871"
"525277","525261"
"525279","525256"
"525281","523760"
"525284","523841"
"525287","525272"
"525289","524198"
"525290","470606"
"525291","525194"
"525294","313397"
"525296","525272"
"525297","525162"
"525298","525171"
"525299","525272"
"525300","525026"
"525302","525235"
"525303","524725"
"525306","525042"
"525307","525161"
"525308","525235"
"525309","231943"
"525310","524893"
"525311","523596"
"525312","525272"
"525313","525283"
"525314","103723"
"525315","521082"
"525316","525256"
"525318","525064"
"525320","525176"
"525322","520625"
"525325","525319"
"525327","525261"
"525328","525100"
"525330","525319"
"525334","525168"
"525338","525283"
"525340","510528"
"525341","525283"
"525342","525333"
"525344","519106"
"525347","510293"
"525348","525333"
"525352","525336"
"525354","520625"
"525355","231943"
"525356","525336"
"525358","525162"
"525359","525212"
"525361","525319"
"525363","522244"
"525368","525364"
"525369","525364"
"525372","525364"
"525374","519976"
"525375","525365"
"525377","525365"
"525378","525317"
"525380","312427"
"525381","525370"
"525384","525370"
"525386","459428"
"525387","525324"
"525388","231943"
"525391","525370"
"525395","525227"
"525401","450835"
"525402","525370"
"525404","525397"
"525406","525247"
"525407","525398"
"525410","497229"
"525411","153407"
"525414","525235"
"525415","525398"
"525418","437061"
"525419","522359"
"525420","525413"
"525422","524584"
"525423","525408"
"525424","524659"
"525426","525425"
"525427","231943"
"525428","525416"
"525431","178351"
"525432","100420"
"525434","525430"
"525435","525123"
"525437","525425"
"525439","525425"
"525440","525425"
"525442","525441"
"525443","525441"
"525446","521671"
"525447","525247"
"525449","525403"
"525451","525413"
"525452","525398"
"525453","525001"
"525454","525272"
"525455","525235"
"525456","525376"
"525457","525425"
"525458","450835"
"525462","525441"
"525463","521110"
"525464","524826"
"525465","523360"
"525466","521110"
"525467","517000"
"525469","521110"
"525470","525441"
"525471","525425"
"525472","525056"
"525473","525319"
"525474","525441"
"525476","524930"
"525479","521110"
"525480","99807"
"525481","525405"
"525482","525475"
"525483","367684"
"525486","525329"
"525487","525235"
"525488","525425"
"525489","525319"
"525491","520510"
"525494","516670"
"525495","494985"
"525496","521110"
"525497","525441"
"525499","525425"
"525501","525478"
"525502","525441"
"525503","494537"
"525505","514636"
"525506","525475"
"525508","525244"
"525510","523245"
"525513","525144"
"525518","525097"
"525523","525512"
"525524","525514"
"525526","525227"
"525527","524062"
"525529","523676"
"525530","523409"
"525531","525514"
"525532","525517"
"525533","525514"
"525536","525534"
"525537","525198"
"525538","508120"
"525541","512144"
"525543","472347"
"525544","525144"
"525546","516789"
"525549","518281"
"525551","525514"
"525552","523885"
"525553","524908"
"525554","48320"
"525556","525548"
"525557","525548"
"525561","525558"
"525562","279326"
"525563","525548"
"525564","525065"
"525565","524647"
"525567","426830"
"525568","525515"
"525570","493372"
"525571","524024"
"525573","524413"
"525579","523254"
"525581","525522"
"525584","367179"
"525585","523211"
"525587","525558"
"525590","525514"
"525591","525583"
"525593","523727"
"525594","525583"
"525596","525576"
"525597","518942"
"525598","524413"
"525602","525592"
"525603","525514"
"525604","524974"
"525605","514767"
"525606","525592"
"525607","525600"
"525608","525370"
"525611","525600"
"525612","525592"
"525617","525583"
"525619","525615"
"525620","525576"
"525621","19487"
"525622","525616"
"525623","525610"
"525624","525609"
"525626","525514"
"525627","524974"
"525628","525408"
"525629","524647"
"525632","525618"
"525633","509728"
"525634","524974"
"525636","524647"
"525638","523254"
"525639","525635"
"525641","525625"
"525642","525635"
"525644","523475"
"525645","525635"
"525647","525618"
"525649","525635"
"525650","525635"
"525651","525635"
"525653","525559"
"525657","525637"
"525659","525652"
"525661","525655"
"525662","525168"
"525665","525660"
"525666","525615"
"525667","525658"
"525668","525660"
"525671","525656"
"525673","525658"
"525674","525658"
"525675","524002"
"525679","525672"
"525682","523107"
"525683","525635"
"525684","525559"
"525686","525652"
"525688","515742"
"525689","525658"
"525691","525672"
"525692","525672"
"525695","525672"
"525696","525681"
"525698","524999"
"525699","525681"
"525700","525690"
"525703","525168"
"525704","525681"
"525705","525656"
"525706","525658"
"525707","525702"
"525708","525690"
"525709","525658"
"525710","525658"
"525712","525677"
"525713","525001"
"525714","524287"
"525715","525702"
"525716","525658"
"525717","525637"
"525719","525690"
"525720","525425"
"525721","525690"
"525722","525609"
"525724","525672"
"525728","525690"
"525729","525658"
"525731","525678"
"525732","525711"
"525733","525658"
"525735","525615"
"525736","525701"
"525738","525734"
"525739","525734"
"525740","524198"
"525745","525734"
"525746","524756"
"525747","525718"
"525748","525742"
"525750","525744"
"525752","525660"
"525758","293401"
"525759","524198"
"525762","525755"
"525763","525755"
"525764","525749"
"525766","525197"
"525768","525168"
"525771","525514"
"525777","525711"
"525778","525658"
"525781","525773"
"525782","525734"
"525783","525515"
"525784","406760"
"525787","335030"
"525789","525702"
"525791","525425"
"525793","406760"
"525794","524535"
"525795","366278"
"525798","525514"
"525800","525512"
"525802","335030"
"525806","525797"
"525812","525803"
"525813","525797"
"525814","525658"
"525821","525803"
"525822","525815"
"525823","525583"
"525825","521893"
"525827","525730"
"525830","501731"
"525834","525816"
"525835","525832"
"525837","525807"
"525838","525832"
"525839","525820"
"525841","525478"
"525842","525832"
"525843","525820"
"525849","525816"
"525851","525820"
"525853","520597"
"525856","525816"
"525858","365311"
"525859","462693"
"525861","408167"
"525862","525803"
"525863","199918"
"525866","524714"
"525867","525855"
"525868","525803"
"525869","525656"
"525873","525872"
"525874","486706"
"525875","525872"
"525876","525872"
"525877","524019"
"525878","525870"
"525880","523596"
"525881","525797"
"525883","514263"
"525884","525751"
"525885","521893"
"525891","525425"
"525892","525425"
"525895","525803"
"525897","518966"
"525898","525870"
"525904","525903"
"525905","525903"
"525906","525888"
"525908","525888"
"525909","525807"
"525910","525425"
"525911","525425"
"525913","525907"
"525915","525803"
"525916","525903"
"525918","525718"
"525919","525870"
"525920","525899"
"525921","525894"
"525922","363341"
"525924","525441"
"525925","525807"
"525927","525902"
"525929","525664"
"525930","525900"
"525931","525907"
"525932","525926"
"525933","525907"
"525935","525928"
"525936","525928"
"525938","521110"
"525941","525934"
"525942","525888"
"525943","525894"
"525944","525882"
"525945","525934"
"525946","525894"
"525947","525899"
"525948","525744"
"525949","525899"
"525951","40511"
"525952","525934"
"525954","525618"
"525955","525872"
"525956","392698"
"525959","525894"
"525962","525926"
"525963","449437"
"525965","525894"
"525966","525773"
"525967","517060"
"525969","525961"
"525972","525961"
"525975","525961"
"525976","525441"
"525979","525968"
"525980","525961"
"525981","525957"
"525982","525773"
"525983","525957"
"525984","525978"
"525985","525953"
"525987","525926"
"525989","525902"
"525993","525986"
"525995","525961"
"525996","525970"
"525997","524302"
"525999","525820"
"526000","525961"
"526002","525953"
"526004","525970"
"526005","525970"
"526007","320484"
"526008","524409"
"526010","525992"
"526012","525998"
"526013","525773"
"526014","520590"
"526015","525978"
"526016","525988"
"526019","525637"
"526020","525001"
"526021","525992"
"526022","525319"
"526023","525797"
"526024","525992"
"526025","181082"
"526026","253768"
"526028","525829"
"526029","525940"
"526031","524930"
"526032","526006"
"526036","526030"
"526038","525978"
"526039","526035"
"526041","526035"
"526042","525978"
"526044","525425"
"526045","526030"
"526047","526030"
"526051","525820"
"526054","526046"
"526055","525832"
"526056","526011"
"526057","526030"
"526059","525977"
"526060","526035"
"526063","525737"
"526065","159470"
"526066","525958"
"526067","525958"
"526069","526037"
"526072","526037"
"526076","526062"
"526078","522730"
"526080","526037"
"526081","524498"
"526083","526062"
"526084","518186"
"526085","512184"
"526086","526070"
"526087","525901"
"526089","526070"
"526090","523409"
"526091","525902"
"526092","526070"
"526093","525425"
"526095","524838"
"526097","522626"
"526098","525534"
"526099","526096"
"526100","526082"
"526101","525977"
"526103","526096"
"526105","525968"
"526108","526046"
"526113","526046"
"526115","526070"
"526117","525534"
"526120","525678"
"526122","525365"
"526127","526118"
"526129","521819"
"526131","526125"
"526134","525755"
"526136","525803"
"526139","524658"
"526140","520798"
"526142","147040"
"526145","526118"
"526146","526125"
"526147","525215"
"526149","519404"
"526152","516945"
"526153","526096"
"526154","526144"
"526158","526144"
"526159","524275"
"526160","526157"
"526161","525998"
"526164","526070"
"526165","526157"
"526166","526062"
"526169","517353"
"526170","525609"
"526171","523849"
"526172","525803"
"526174","525143"
"526178","526167"
"526180","526143"
"526181","526167"
"526182","526144"
"526183","526173"
"526184","526046"
"526185","526157"
"526186","526037"
"526187","526133"
"526188","526143"
"526189","526173"
"526190","510994"
"526191","526143"
"526193","526082"
"526194","526179"
"526195","526133"
"526199","526144"
"526203","526200"
"526204","526196"
"526206","526096"
"526208","526144"
"526209","526133"
"526210","526196"
"526211","526196"
"526213","526144"
"526214","525370"
"526216","526173"
"526217","526133"
"526219","526114"
"526221","526109"
"526223","496846"
"526225","526143"
"526226","526070"
"526227","50467"
"526230","526119"
"526231","526201"
"526232","526143"
"526234","526229"
"526236","186671"
"526237","526229"
"526238","526177"
"526239","526132"
"526241","526228"
"526242","526030"
"526244","115994"
"526247","526243"
"526248","526233"
"526249","526173"
"526252","526233"
"526253","479649"
"526259","526246"
"526261","219827"
"526262","526255"
"526263","525737"
"526265","98449"
"526266","526201"
"526268","526260"
"526271","448120"
"526272","526260"
"526274","396819"
"526275","268108"
"526276","526011"
"526277","526255"
"526280","526240"
"526282","526128"
"526283","526070"
"526284","526255"
"526285","526173"
"526286","526228"
"526287","525212"
"526288","186671"
"526289","526281"
"526290","526281"
"526291","523409"
"526292","526281"
"526293","526267"
"526295","526255"
"526297","524584"
"526298","526294"
"526300","526255"
"526302","526267"
"526303","526294"
"526304","526294"
"526307","526281"
"526308","526255"
"526311","526228"
"526313","526256"
"526314","526235"
"526316","526294"
"526318","526312"
"526319","526255"
"526320","526312"
"526322","526312"
"526323","526235"
"526324","526250"
"526326","526143"
"526328","526082"
"526330","526329"
"526332","526329"
"526333","450835"
"526334","526329"
"526336","526173"
"526338","483979"
"526339","526317"
"526340","10066"
"526341","526264"
"526343","525559"
"526344","526312"
"526346","526260"
"526348","526082"
"526349","521078"
"526350","526011"
"526352","526347"
"526353","526312"
"526354","526347"
"526355","526347"
"526356","364895"
"526360","526358"
"526361","526337"
"526362","526358"
"526365","526358"
"526366","526246"
"526368","526358"
"526369","526364"
"526370","526364"
"526371","526331"
"526372","526312"
"526373","525992"
"526374","526351"
"526377","526235"
"526380","526317"
"526382","526337"
"526383","446896"
"526385","526337"
"526387","526228"
"526388","526351"
"526392","526331"
"526396","526264"
"526398","525926"
"526399","526351"
"526401","526205"
"526403","526351"
"526404","526306"
"526405","526351"
"526411","526397"
"526412","526400"
"526413","526400"
"526415","526400"
"526416","526400"
"526417","526375"
"526418","526306"
"526421","274619"
"526425","526358"
"526426","168951"
"526427","526420"
"526429","274619"
"526431","526424"
"526432","441185"
"526434","526337"
"526436","526406"
"526439","526397"
"526442","526438"
"526445","519699"
"526450","526406"
"526451","526443"
"526452","525968"
"526453","526443"
"526455","525968"
"526456","526205"
"526459","526235"
"526462","526375"
"526463","526458"
"526465","526402"
"526466","526337"
"526467","526449"
"526468","525215"
"526471","526449"
"526472","526460"
"526475","525430"
"526476","526460"
"526477","526457"
"526479","523531"
"526480","526474"
"526481","526474"
"526482","526449"
"526483","526474"
"526484","526457"
"526485","526469"
"526486","526410"
"526490","526337"
"526491","522781"
"526493","526458"
"526494","526430"
"526495","524617"
"526496","525425"
"526497","526488"
"526498","525317"
"526499","192773"
"526500","526488"
"526501","526488"
"526502","526391"
"526503","513968"
"526504","304762"
"526505","525751"
"526509","526246"
"526510","526507"
"526511","526351"
"526513","525742"
"526514","526246"
"526515","526337"
"526516","523825"
"526517","526512"
"526518","526488"
"526521","526458"
"526523","121051"
"526525","526507"
"526527","526512"
"526528","514794"
"526529","524702"
"526531","524745"
"526533","506067"
"526534","525973"
"526535","504721"
"526536","526526"
"526537","526229"
"526539","526281"
"526542","518988"
"526543","526540"
"526544","512337"
"526545","526540"
"526546","526541"
"526549","505759"
"526550","443286"
"526551","526526"
"526554","505759"
"526558","526430"
"526560","526548"
"526561","526530"
"526563","526548"
"526567","526555"
"526568","526555"
"526570","526556"
"526574","526548"
"526575","526559"
"526578","526420"
"526580","526133"
"526581","526559"
"526584","526564"
"526586","513870"
"526587","526564"
"526588","526556"
"526591","397723"
"526593","526420"
"526594","526540"
"526596","261922"
"526598","512202"
"526600","505759"
"526601","51548"
"526602","526540"
"526603","526579"
"526604","526524"
"526605","525990"
"526615","524375"
"526616","526555"
"526617","526583"
"526618","113641"
"526619","526402"
"526621","512337"
"526623","113641"
"526625","234075"
"526628","523930"
"526629","526576"
"526632","526548"
"526633","526556"
"526634","526595"
"526636","525755"
"526642","526118"
"526643","526406"
"526645","397723"
"526647","526579"
"526648","526595"
"526650","526397"
"526651","410844"
"526653","526649"
"526656","526457"
"526657","526641"
"526662","523629"
"526663","526660"
"526665","526660"
"526668","526660"
"526669","526660"
"526671","526526"
"526672","526666"
"526673","526660"
"526674","526666"
"526676","526660"
"526680","526666"
"526681","524700"
"526682","526270"
"526684","525655"
"526689","526661"
"526690","526664"
"526691","526670"
"526692","522753"
"526693","521824"
"526694","526649"
"526695","525773"
"526710","505416"
"526712","526641"
"526715","526335"
"526717","526557"
"526721","525928"
"526723","526713"
"526724","526718"
"526727","526718"
"526729","525162"
"526730","526711"
"526731","524939"
"526732","526728"
"526735","524936"
"526746","526736"
"526748","526557"
"526749","526736"
"526751","526728"
"526754","524077"
"526757","526655"
"526758","522928"
"526759","524998"
"526760","526742"
"526763","518592"
"526764","521258"
"526765","526762"
"526770","526762"
"526771","526734"
"526772","526743"
"526774","526767"
"526775","526734"
"526776","526743"
"526777","522571"
"526778","526742"
"526779","515608"
"526780","526743"
"526781","526734"
"526783","526766"
"526785","526782"
"526786","526736"
"526788","526782"
"526789","526742"
"526790","526761"
"526791","526766"
"526792","526661"
"526794","526767"
"526798","524456"
"526800","526766"
"526801","526766"
"526803","526711"
"526804","57962"
"526805","526144"
"526807","526766"
"526808","526766"
"526809","526666"
"526810","526707"
"526812","526664"
"526813","525408"
"526814","526797"
"526815","526782"
"526816","64790"
"526819","526797"
"526820","526317"
"526821","526817"
"526822","526144"
"526824","526817"
"526825","341256"
"526827","526817"
"526828","526817"
"526829","526666"
"526830","526734"
"526831","526797"
"526834","526767"
"526837","526767"
"526838","526743"
"526839","526836"
"526840","526832"
"526841","526736"
"526843","526255"
"526847","526836"
"526848","275477"
"526849","526766"
"526850","519929"
"526852","526766"
"526853","268048"
"526856","515608"
"526857","521226"
"526860","526844"
"526861","188417"
"526862","450835"
"526865","456507"
"526868","525247"
"526869","526797"
"526871","526736"
"526872","526855"
"526874","526863"
"526876","526767"
"526877","526863"
"526878","526863"
"526879","522571"
"526880","417996"
"526881","526858"
"526882","526335"
"526883","526863"
"526885","526337"
"526886","526796"
"526888","526858"
"526889","526846"
"526893","526797"
"526894","526873"
"526896","526867"
"526897","526890"
"526899","526767"
"526900","526891"
"526901","526895"
"526902","526670"
"526906","526867"
"526907","526891"
"526909","526895"
"526910","526891"
"526911","526905"
"526912","526891"
"526914","526887"
"526916","526895"
"526917","61401"
"526920","526887"
"526922","526913"
"526923","526583"
"526924","526836"
"526926","24310"
"526927","526836"
"526928","526905"
"526932","526864"
"526934","526908"
"526936","526446"
"526937","525416"
"526938","526908"
"526939","13893"
"526940","526858"
"526942","524342"
"526943","524099"
"526944","526921"
"526945","526921"
"526947","526930"
"526949","526941"
"526950","526941"
"526951","517771"
"526953","511317"
"526954","526941"
"526956","526918"
"526957","526918"
"526959","507144"
"526960","180586"
"526962","500761"
"526963","526796"
"526964","523874"
"526965","524659"
"526966","526903"
"526967","526905"
"526968","520714"
"526969","526858"
"526971","526867"
"526972","514482"
"526974","526961"
"526976","526406"
"526977","526961"
"526980","525534"
"526992","526986"
"526993","526991"
"526994","526576"
"526995","524871"
"526996","523878"
"526997","526941"
"526998","526961"
"527000","526986"
"527002","384561"
"527003","526991"
"527004","526402"
"527005","526991"
"527006","526460"
"527009","526973"
"527010","526941"
"527011","526930"
"527014","526955"
"527015","527008"
"527018","527008"
"527020","526991"
"527021","315435"
"527023","527007"
"527025","517560"
"527026","526921"
"527029","527017"
"527033","527008"
"527034","526836"
"527036","527035"
"527039","526797"
"527040","526961"
"527042","525227"
"527043","524890"
"527044","152694"
"527046","526736"
"527047","527037"
"527048","527037"
"527050","527032"
"527051","508696"
"527053","521632"
"527054","525589"
"527055","526767"
"527056","527052"
"527057","525664"
"527064","315435"
"527066","527065"
"527067","526970"
"527068","309449"
"527069","525548"
"527070","527052"
"527071","527065"
"527072","525512"
"527073","527008"
"527074","525589"
"527075","526955"
"527076","527052"
"527077","520225"
"527078","526854"
"527079","525227"
"527082","526553"
"527083","526767"
"527084","527080"
"527087","526918"
"527090","496420"
"527091","511898"
"527092","526438"
"527093","527065"
"527094","527012"
"527095","527089"
"527096","520379"
"527102","526846"
"527107","527089"
"527112","192375"
"527113","425908"
"527114","524972"
"527116","351959"
"527117","454431"
"527118","506805"
"527120","526179"
"527124","527088"
"527126","527122"
"527127","527088"
"527131","527122"
"527132","526767"
"527133","527122"
"527135","527122"
"527138","526583"
"527139","527129"
"527145","527134"
"527146","527134"
"527149","527134"
"527150","231943"
"527152","527134"
"527154","144397"
"527155","527121"
"527159","527140"
"527161","527134"
"527163","527144"
"527164","472083"
"527165","527160"
"527167","526991"
"527168","526767"
"527170","527134"
"527173","302839"
"527174","527129"
"527177","525288"
"527178","527099"
"527179","527166"
"527181","525288"
"527182","527134"
"527183","45202"
"527185","527121"
"527186","527129"
"527189","108320"
"527190","527187"
"527191","527187"
"527194","525742"
"527195","527100"
"527200","527007"
"527201","526697"
"527202","527197"
"527203","376104"
"527205","526229"
"527207","527121"
"527208","527198"
"527210","526890"
"527211","527198"
"527212","225623"
"527217","526430"
"527220","527013"
"527221","527121"
"527222","527214"
"527223","527215"
"527226","527209"
"527228","526074"
"527229","527197"
"527231","229551"
"527235","527134"
"527236","527234"
"527239","527234"
"527240","527234"
"527241","527198"
"527244","527234"
"527247","527234"
"527249","527246"
"527252","518853"
"527253","526796"
"527255","527001"
"527257","496469"
"527260","500221"
"527262","527123"
"527263","527256"
"527264","527246"
"527265","527215"
"527267","527198"
"527268","527246"
"527269","527238"
"527270","527259"
"527272","510145"
"527273","527259"
"527274","527089"
"527275","527246"
"527277","527259"
"527278","496469"
"527279","526243"
"527281","527259"
"527282","527218"
"527284","502774"
"527285","523415"
"527286","526430"
"527288","527238"
"527289","527283"
"527290","525229"
"527291","527259"
"527293","527283"
"527295","525042"
"527299","527259"
"527300","525805"
"527302","527160"
"527303","527214"
"527304","515141"
"527305","527301"
"527307","526430"
"527309","527214"
"527310","309304"
"527311","527301"
"527315","521204"
"527316","499777"
"527318","357886"
"527319","518129"
"527320","527196"
"527321","527259"
"527323","527283"
"527324","527259"
"527326","527234"
"527333","527327"
"527334","527234"
"527337","527322"
"527338","154309"
"527339","527301"
"527340","527259"
"527341","527259"
"527342","526898"
"527343","517635"
"527344","527327"
"527345","527143"
"527346","527336"
"527347","525515"
"527348","526946"
"527350","527336"
"527351","527259"
"527352","527259"
"527353","525197"
"527354","527296"
"527355","527259"
"527357","522023"
"527358","527259"
"527359","526454"
"527361","519419"
"527366","527327"
"527369","527364"
"527372","518471"
"527373","515819"
"527374","527367"
"527375","527367"
"527376","527157"
"527377","527301"
"527379","527367"
"527383","527037"
"527384","527368"
"527385","509640"
"527387","527371"
"527388","527371"
"527389","527218"
"527390","527209"
"527392","527367"
"527394","520837"
"527398","527234"
"527399","527395"
"527402","526796"
"527407","500845"
"527408","268048"
"527409","527259"
"527412","524804"
"527414","527406"
"527416","527237"
"527417","527322"
"527421","527415"
"527422","527250"
"527423","520837"
"527424","527415"
"527426","522521"
"527427","527411"
"527428","526310"
"527429","524804"
"527430","525968"
"527432","521905"
"527433","527420"
"527434","518674"
"527435","524274"
"527437","527420"
"527440","527431"
"527441","527431"
"527442","527431"
"527443","527215"
"527444","527406"
"527445","527420"
"527448","527446"
"527450","503566"
"527451","527446"
"527452","511378"
"527454","527216"
"527455","527446"
"527456","527446"
"527459","509640"
"527460","518579"
"527461","527438"
"527463","523619"
"527464","527453"
"527465","527453"
"527466","527322"
"527469","527259"
"527471","255862"
"527472","523825"
"527473","527446"
"527475","457497"
"527476","527453"
"527478","527446"
"527479","527474"
"527481","527446"
"527482","527474"
"527483","527446"
"527485","527446"
"527487","525815"
"527490","519774"
"527491","139484"
"527492","527474"
"527494","527446"
"527495","527446"
"527496","527489"
"527497","516862"
"527498","527480"
"527501","527486"
"527502","527462"
"527503","527368"
"527504","527489"
"527505","527489"
"527506","374109"
"527507","527484"
"527509","527489"
"527514","521338"
"527515","527500"
"527516","527486"
"527517","527486"
"527519","527480"
"527521","527489"
"527522","515328"
"527523","527480"
"527524","525498"
"527527","527470"
"527528","515328"
"527529","527477"
"527530","527512"
"527531","527510"
"527534","527230"
"527537","515069"
"527538","527499"
"527541","527533"
"527542","527493"
"527544","525664"
"527545","521338"
"527546","527499"
"527547","527484"
"527548","527525"
"527549","527446"
"527550","527499"
"527551","480849"
"527552","527533"
"527554","494916"
"527557","366278"
"527559","527553"
"527560","527499"
"527562","457620"
"527563","527525"
"527564","527553"
"527567","527561"
"527573","527561"
"527574","527561"
"527575","352761"
"527577","527561"
"527579","527571"
"527580","527540"
"527581","502774"
"527583","527561"
"527584","527533"
"527585","527526"
"527586","527553"
"527587","527566"
"527588","527566"
"527590","527225"
"527591","527568"
"527592","526797"
"527594","412536"
"527596","527335"
"527599","527561"
"527601","527568"
"527603","524758"
"527606","527532"
"527608","527568"
"527609","526797"
"527612","527512"
"527613","527595"
"527615","313924"
"527616","526797"
"527620","527595"
"527621","527595"
"527622","515876"
"527626","527611"
"527635","527595"
"527639","527602"
"527642","525578"
"527643","527578"
"527644","527513"
"527646","502774"
"527647","527629"
"527648","527572"
"527651","527633"
"527652","503102"
"527653","527611"
"527654","527624"
"527655","527602"
"527657","525953"
"527658","527532"
"527660","527633"
"527662","491538"
"527664","524498"
"527667","527633"
"527668","527638"
"527670","527663"
"527672","527663"
"527674","527540"
"527675","527663"
"527677","527663"
"527679","224039"
"527680","527225"
"527681","527540"
"527682","527624"
"527683","512337"
"527686","527636"
"527687","527636"
"527688","527638"
"527689","527685"
"527690","171054"
"527693","527685"
"527696","527486"
"527702","527700"
"527705","527700"
"527708","527700"
"527709","527700"
"527710","527250"
"527711","527700"
"527712","527700"
"527715","527140"
"527716","527697"
"527718","527700"
"527720","527628"
"527721","527676"
"527722","527700"
"527723","527700"
"527725","526832"
"527728","527700"
"527733","527719"
"527734","527724"
"527735","253614"
"527736","527700"
"527738","527700"
"527739","527230"
"527740","243945"
"527741","527730"
"527743","527730"
"527744","527730"
"527745","527730"
"527746","527695"
"527747","527700"
"527748","527699"
"527749","527700"
"527750","527730"
"527751","527730"
"527752","525416"
"527754","527730"
"527755","527730"
"527756","527676"
"527759","527700"
"527760","527730"
"527763","527571"
"527767","527685"
"527769","527742"
"527770","518226"
"527771","522778"
"527773","527742"
"527774","527758"
"527775","527766"
"527776","527439"
"527778","527766"
"527780","527703"
"527782","510831"
"527783","527134"
"527784","306085"
"527785","527700"
"527786","527701"
"527787","527703"
"527788","527742"
"527789","527757"
"527790","526666"
"527791","527753"
"527792","527415"
"527793","527761"
"527794","527757"
"527795","527768"
"527796","527730"
"527797","527768"
"527799","527757"
"527800","527714"
"527804","527602"
"527807","527766"
"527809","527801"
"527810","440490"
"527813","527727"
"527815","527768"
"527816","513091"
"527817","527700"
"527820","527080"
"527823","527811"
"527824","527801"
"527825","527801"
"527826","527811"
"527827","527811"
"527829","527801"
"527830","362514"
"527831","527801"
"527834","527684"
"527835","527819"
"527836","527819"
"527837","527819"
"527840","527602"
"527841","527803"
"527842","527811"
"527843","526351"
"527844","527811"
"527845","527803"
"527847","527700"
"527852","527849"
"527853","527700"
"527854","492345"
"527856","527719"
"527864","527849"
"527865","271188"
"527868","311109"
"527870","527700"
"527871","527860"
"527872","527510"
"527873","527860"
"527874","527638"
"527875","527846"
"527877","527719"
"527878","527727"
"527879","524871"
"527881","527855"
"527883","527855"
"527886","527851"
"527891","527610"
"527892","527663"
"527893","527863"
"527896","527811"
"527897","527887"
"527899","527860"
"527900","527526"
"527901","527772"
"527903","526795"
"527904","527876"
"527905","527532"
"527906","527876"
"527908","527859"
"527909","520033"
"527912","527890"
"527914","527887"
"527916","527902"
"527917","527887"
"527918","527887"
"527920","527876"
"527921","527851"
"527922","527910"
"527924","520902"
"527925","527866"
"527929","527860"
"527930","527911"
"527934","527510"
"527936","527911"
"527937","527887"
"527941","527933"
"527942","527887"
"527943","527919"
"527944","527887"
"527949","521110"
"527951","527911"
"527956","527772"
"527957","527700"
"527958","527938"
"527959","527866"
"527960","527938"
"527961","194077"
"527964","527919"
"527965","527947"
"527966","527947"
"527967","527953"
"527968","527953"
"527971","527953"
"527975","527947"
"527976","527876"
"527979","527953"
"527980","430499"
"527983","527413"
"527984","527955"
"527985","527439"
"527986","527972"
"527987","527972"
"527989","527950"
"527992","525690"
"527998","527948"
"528001","521493"
"528002","527991"
"528003","527955"
"528005","527945"
"528009","527999"
"528010","528000"
"528011","527997"
"528015","527955"
"528017","528000"
"528019","503566"
"528023","527945"
"528024","527700"
"528025","528000"
"528029","527803"
"528031","527954"
"528036","528007"
"528037","527953"
"528038","527855"
"528039","528007"
"528040","528000"
"528041","527953"
"528043","285031"
"528044","526132"
"528046","524747"
"528047","528035"
"528048","527861"
"528049","527861"
"528055","283419"
"528058","528042"
"528059","527697"
"528061","518063"
